1	1	N3I	NSF	13442	Ὅρασις	ὁρασις	ορασις	ὅρασις	O/(rasij	o(rasij	orasij	o/(rasij	o(/rasij			,	O(/RASIS	O(/RASIS
1	10	N	GSF	13634	Σοδομων	σοδομων	σοδομων	Σόδομα	Sodomwn	sodomwn	sodomwn	So/doma	So/doma			·	*SODOMWN	*SODOMA
1	10	V1	PAD2P	894145	προσέχετε	προσεχετε	προσεχετε	προσέχω	prose/xete	prosexete	prosexete	prose/xw	prose/xw				PROSE/XETE	E)/XW            PROS
1	10	N2	ASM	9474	νόμον	νομον	νομον	νόμος	no/mon	nomon	nomon	no/moj	no/moj				NO/MON	NO/MOS
1	10	N2	GSM	9538	θεοῦ	θεου	θεου	θεός	qeou~	qeou	qeou	qeo/j	qeo/j			,	QEOU=	QEO/S
1	10	N2	NSM	9346	λαὸς	λαος	λαος	λαός	lao\j	laoj	laoj	lao/j	lao/j				LAO\S	LAO/S
1	10	N	GSF	13634	Γομορρας	γομορρας	γομορρας	Γόμορρα	Gomorraj	gomorraj	gomorraj	Go/morra	Go/morra			.	*GOMORRAS	*GOMORRA
1	11	RI	ASN	12	τί	τι	τι	τίς	ti/	ti	ti	ti/j	ti/j				TI/	TI/S
1	11	RP	DS	13	μοι	μοι	μοι	μοι	moi	moi	moi	moi	moi				MOI	E)GW/
1	11	N3E	NSM	9346	πλῆθος	πληθος	πληθος	πλῆθος	plh~qoj	plhqoj	plhqoj	plh~qoj	plh=qoj				PLH=QOS	PLH=QOS
1	11	RA	GPF	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	11	N1A	GPF	14146	θυσιῶν	θυσιων	θυσιων	θυσία	qusiw~n	qusiwn	qusiwn	qusi/a	qusi/a				QUSIW=N	QUSI/A
1	11	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			;	U(MW=N	SU/
1	11	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
1	11	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj			·	KU/RIOS	KU/RIOS
1	11	A3H	NSF	13443	πλήρης	πληρης	πληρης	πλήρης	plh/rhj	plhrhj	plhrhj	plh/rhj	plh/rhj				PLH/RHS	PLH/RHS
1	11	V9	PAI1S	599169	εἰμὶ	εἰμι	ειμι	εἰμί	ei)mi\	ei)mi	eimi	ei)mi/	ei)mi/				EI)MI\	EI)MI/
1	11	N3M	GPN	18242	ὁλοκαυτωμάτων	ὁλοκαυτωματων	ολοκαυτωματων	ὁλοκαύτωμα	o(lokautwma/twn	o(lokautwmatwn	olokautwmatwn	o(lokau/twma	o(lokau/twma				O(LOKAUTWMA/TWN	O(LOKAU/TWMA
1	11	N2	GPM	10050	κριῶν	κριων	κριων	κριός	kriw~n	kriwn	kriwn	krio/j	krio/j				KRIW=N	KRIO/S
1	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	11	N3	ASN	17666	στέαρ	στεαρ	στεαρ	στέαρ	ste/ar	stear	stear	ste/ar	ste/ar				STE/AR	STE/AR
1	11	N2	GPM	10050	ἀρνῶν	ἀρνων	αρνων	ἀρήν	a)rnw~n	a)rnwn	arnwn	a)rh/n	a)rh/n				A)RNW=N	A)RNO/S
1	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	11	N3M	ASN	17666	αἷμα	αἱμα	αιμα	αἷμα	ai~(ma	ai(ma	aima	ai~(ma	ai(=ma				AI(=MA	AI(=MA
1	11	N2	GPM	10050	ταύρων	ταυρων	ταυρων	ταῦρος	tau/rwn	taurwn	taurwn	tau~roj	tau=roj				TAU/RWN	TAU=ROS
1	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	11	N2	GPM	10050	τράγων	τραγων	τραγων	τράγος	tra/gwn	tragwn	tragwn	tra/goj	tra/goj				TRA/GWN	TRA/GOS
1	11	D		9	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)	ou)				OU)	OU)
1	11	V1	PMI1S	603265	βούλομαι	βουλομαι	βουλομαι	βούλομαι	bou/lomai	boulomai	boulomai	bou/lomai	bou/lomai			,	BOU/LOMAI	BOU/LOMAI
1	12	C		4	οὐδ	οὐδ	ουδ	οὐδέ	ou)d	ou)d	oud	ou)de/	ou)de/				OU)D'	OU)DE/
1	12	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n	e)a/n				E)A\N	E)A/N
1	12	V1	PMS2P	898305	ἔρχησθε	ἐρχησθε	ερχησθε	ἔρχομαι	e/)rxhsqe	e)rxhsqe	erxhsqe	e/)rxomai	e)/rxomai				E)/RXHSQE	E)/RXOMAI
1	12	VV	APN	314241	ὀφθῆναί	ὀφθηναι	οφθηναι	ὁράω	o)fqh~nai/	o)fqhnai	ofqhnai	o(ra/w	o(ra/w				O)FQH=NAI/	O(RA/W
1	12	RP	DS	13	μοι	μοι	μοι	μοι	moi	moi	moi	moi	moi			.	MOI	E)GW/
1	12	RI	NSM	12	τίς	τις	τις	τίς	ti/j	tij	tij	ti/j	ti/j				TI/S	TI/S
1	12	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
1	12	VAI	AAI3S	633473	ἐξεζήτησεν	ἐξεζητησεν	εξεζητησεν	ἐκζητέω	e)cezh/thsen	e)cezhthsen	ecezhthsen	e)kzhte/w	e)kzhte/w				E)CEZH/THSEN	ZHTE/W           E)K
1	12	RD	APN	11	ταῦτα	ταυτα	ταυτα	οὗτος	tau~ta	tauta	tauta	ou~(toj	ou(=toj				TAU=TA	OU(=TOS
1	12	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
1	12	RA	GPF	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	12	N3	GPF	14146	χειρῶν	χειρων	χειρων	χείρ	xeirw~n	xeirwn	xeirwn	xei/r	xei/r				XEIRW=N	XEI/R
1	12	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			;	U(MW=N	SU/
1	12	V2	PAN	304513	πατεῖν	πατειν	πατειν	πατέω	patei~n	patein	patein	pate/w	pate/w				PATEI=N	PATE/W
1	12	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	12	N1	ASF	13570	αὐλήν	αὐλην	αυλην	αὐλή	au)lh/n	au)lhn	aulhn	au)lh/	au)lh/				AU)LH/N	AU)LH/
1	12	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
1	13	D		9	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)	ou)				OU)	OU)
1	13	VF	FMI2P	899201	προσθήσεσθε	προσθησεσθε	προσθησεσθε	προστίθημι	prosqh/sesqe	prosqhsesqe	prosqhsesqe	prosti/qhmi	prosti/qhmi			·	PROSQH/SESQE	TI/QHMI          PROS
1	13	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n	e)a/n				E)A\N	E)A/N
1	13	V1	PAS2P	894209	φέρητε	φερητε	φερητε	φέρω	fe/rhte	ferhte	ferhte	fe/rw	fe/rw				FE/RHTE	FE/RW
1	13	N3I	ASF	13570	σεμίδαλιν	σεμιδαλιν	σεμιδαλιν	σεμίδαλις	semi/dalin	semidalin	semidalin	semi/dalij	semi/dalij			,	SEMI/DALIN	SEMI/DALIS
1	13	A1A	ASN	17667	μάταιον	ματαιον	ματαιον	μάταιος	ma/taion	mataion	mataion	ma/taioj	ma/taioj			·	MA/TAION	MA/TAIOS
1	13	N3M	ASN	17666	θυμίαμα	θυμιαμα	θυμιαμα	θυμίαμα	qumi/ama	qumiama	qumiama	qumi/ama	qumi/ama				QUMI/AMA	QUMI/AMA
1	13	N3M	NSN	17538	βδέλυγμά	βδελυγμα	βδελυγμα	βδέλυγμα	bde/lugma/	bdelugma	bdelugma	bde/lugma	bde/lugma				BDE/LUGMA/	BDE/LUGMA
1	13	RP	DS	13	μοί	μοι	μοι	μοι	moi/	moi	moi	moi	moi				MOI/	E)GW/
1	13	V9	PAI3S	631937	ἐστιν	ἐστιν	εστιν	εἰμί	e)stin	e)stin	estin	ei)mi/	ei)mi/			·	E)STIN	EI)MI/
1	13	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
1	13	N1A	APF	14082	νουμηνίας	νουμηνιας	νουμηνιας	νουμηνία	noumhni/aj	noumhniaj	noumhniaj	noumhni/a	noumhni/a				NOUMHNI/AS	NOUMHNI/A
1	13	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n				U(MW=N	SU/
1	13	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	13	RA	NPN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
1	13	N2N	NPN	18050	σάββατα	σαββατα	σαββατα	σάββατον	sa/bbata	sabbata	sabbata	sa/bbaton	sa/bbaton				SA/BBATA	SA/BBATON
1	13	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	13	N1A	ASF	13570	ἡμέραν	ἡμεραν	ημεραν	ἡμέρα	h(me/ran	h(meran	hmeran	h(me/ra	h(me/ra				H(ME/RAN	H(ME/RA
1	13	A1	ASF	13571	μεγάλην	μεγαλην	μεγαλην	μέγας	mega/lhn	megalhn	megalhn	me/gaj	me/gaj				MEGA/LHN	ME/GAS
1	13	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	13	V1	PMI1S	603265	ἀνέχομαι	ἀνεχομαι	ανεχομαι	ἀνέχω	a)ne/xomai	a)nexomai	anexomai	a)ne/xw	a)ne/xw			·	A)NE/XOMAI	E)/XW            A)NA
1	13	N1A	ASF	13570	νηστείαν	νηστειαν	νηστειαν	νηστεία	nhstei/an	nhsteian	nhsteian	nhstei/a	nhstei/a				NHSTEI/AN	NHSTEI/A
1	13	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	13	N1A	ASF	13570	ἀργίαν	ἀργιαν	αργιαν	ἀργία	a)rgi/an	a)rgian	argian	a)rgi/a	a)rgi/a				A)RGI/AN	A)RGI/A
1	14	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	14	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
1	14	N1A	APF	14082	νουμηνίας	νουμηνιας	νουμηνιας	νουμηνία	noumhni/aj	noumhniaj	noumhniaj	noumhni/a	noumhni/a				NOUMHNI/AS	NOUMHNI/A
1	14	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n				U(MW=N	SU/
1	14	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	14	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
1	14	N1	APF	14082	ἑορτὰς	ἑορτας	εορτας	ἑορτή	e(orta\j	e(ortaj	eortaj	e(orth/	e(orth/				E(ORTA\S	E(ORTH/
1	14	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n				U(MW=N	SU/
1	14	V2	PAI3S	631937	μισεῖ	μισει	μισει	μισέω	misei~	misei	misei	mise/w	mise/w				MISEI=	MISE/W
1	14	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
1	14	N1	NSF	13442	ψυχή	ψυχη	ψυχη	ψυχή	yuxh/	yuxh	yuxh	yuxh/	yuxh/				YUXH/	YUXH/
1	14	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou			·	MOU	E)GW/
1	14	VCI	API2P	903809	ἐγενήθητέ	ἐγενηθητε	εγενηθητε	γίνομαι	e)genh/qhte/	e)genhqhte	egenhqhte	gi/nomai	gi/nomai				E)GENH/QHTE/	GI/GNOMAI
1	14	RP	DS	13	μοι	μοι	μοι	μοι	moi	moi	moi	moi	moi				MOI	E)GW/
1	14	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
1	14	N1	ASF	13570	πλησμονήν	πλησμονην	πλησμονην	πλησμονή	plhsmonh/n	plhsmonhn	plhsmonhn	plhsmonh/	plhsmonh/			,	PLHSMONH/N	PLHSMONH/
1	14	D		9	οὐκέτι	οὐκετι	ουκετι	οὐκέτι	ou)ke/ti	ou)keti	ouketi	ou)ke/ti	ou)ke/ti				OU)KE/TI	OU)KE/TI
1	14	VF	FAI1S	600193	ἀνήσω	ἀνησω	ανησω	ἀνίημι	a)nh/sw	a)nhsw	anhsw	a)ni/hmi	a)ni/hmi				A)NH/SW	I(/HMI           A)NA
1	14	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
1	14	N1A	APF	14082	ἁμαρτίας	ἁμαρτιας	αμαρτιας	ἁμαρτία	a(marti/aj	a(martiaj	amartiaj	a(marti/a	a(marti/a				A(MARTI/AS	A(MARTI/A
1	14	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			.	U(MW=N	SU/
1	15	D		9	ὅταν	ὁταν	οταν	ὅταν	o/(tan	o(tan	otan	o/(tan	o(/tan				O(/TAN	O(/TAN
1	15	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
1	15	N3	APF	14082	χεῖρας	χειρας	χειρας	χείρ	xei~raj	xeiraj	xeiraj	xei/r	xei/r				XEI=RAS	XEI/R
1	15	VA	AAS2P	895745	ἐκτείνητε	ἐκτεινητε	εκτεινητε	ἐκτείνω	e)ktei/nhte	e)kteinhte	ekteinhte	e)ktei/nw	e)ktei/nw				E)KTEI/NHTE	TEI/NW           E)K
1	15	P		8	πρός	προς	προς	πρός	pro/j	proj	proj	pro/j	pro/j				PRO/S	PRO/S
1	15	RP	AS	13	με	με	με	μέ	me	me	me	me/	me/			,	ME	E)GW/
1	15	VF	FAI1S	600193	ἀποστρέψω	ἀποστρεψω	αποστρεψω	ἀποστρέφω	a)postre/yw	a)postreyw	apostreyw	a)postre/fw	a)postre/fw				A)POSTRE/YW	STRE/FW          A)PO
1	15	RA	APM	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(	o(				TOU\S	O(
1	15	N2	APM	9986	ὀφθαλμούς	ὀφθαλμους	οφθαλμους	ὀφθαλμός	o)fqalmou/j	o)fqalmouj	ofqalmouj	o)fqalmo/j	o)fqalmo/j				O)FQALMOU/S	O)FQALMO/S
1	15	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
1	15	P		8	ἀφ	ἀφ	αφ	ἀπό	a)f	a)f	af	a)po/	a)po/				A)F'	A)PO/
1	15	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			,	U(MW=N	SU/
1	15	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	15	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n	e)a/n				E)A\N	E)A/N
1	15	V1	PAS2P	894209	πληθύνητε	πληθυνητε	πληθυνητε	πληθύνω	plhqu/nhte	plhqunhte	plhqunhte	plhqu/nw	plhqu/nw				PLHQU/NHTE	PLHQU/NW
1	15	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
1	15	N3I	ASF	13570	δέησιν	δεησιν	δεησιν	δέησις	de/hsin	dehsin	dehsin	de/hsij	de/hsij			,	DE/HSIN	DE/HSIS
1	15	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
1	15	VF	FMI1S	604289	εἰσακούσομαι	εἰσακουσομαι	εισακουσομαι	εἰσακούω	ei)sakou/somai	ei)sakousomai	eisakousomai	ei)sakou/w	ei)sakou/w				EI)SAKOU/SOMAI	A)KOU/W          EI)S
1	15	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			·	U(MW=N	SU/
1	15	RA	NPF	10	αἱ	αἱ	αι	ὁ	ai(	ai(	ai	o(	o(				AI(	O(
1	15	X		5	γὰρ	γαρ	γαρ	γάρ	ga\r	gar	gar	ga/r	ga/r				GA\R	GA/R
1	15	N3	NPF	13954	χεῖρες	χειρες	χειρες	χείρ	xei~rej	xeirej	xeirej	xei/r	xei/r				XEI=RES	XEI/R
1	15	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n				U(MW=N	SU/
1	15	N3M	GSN	17730	αἵματος	αἱματος	αιματος	αἷμα	ai/(matoj	ai(matoj	aimatoj	ai~(ma	ai(=ma				AI(/MATOS	AI(=MA
1	15	A3H	NPM	9859	πλήρεις	πληρεις	πληρεις	πλήρης	plh/reij	plhreij	plhreij	plh/rhj	plh/rhj			.	PLH/REIS	PLH/RHS
1	16	VA	AMD2P	899777	λούσασθε	λουσασθε	λουσασθε	λούω	lou/sasqe	lousasqe	lousasqe	lou/w	lou/w			,	LOU/SASQE	LOU/W
1	16	A1A	NPM	9859	καθαροὶ	καθαροι	καθαροι	καθαρός	kaqaroi\	kaqaroi	kaqaroi	kaqaro/j	kaqaro/j				KAQAROI\	KAQARO/S
1	16	VB	AMD2P	899777	γένεσθε	γενεσθε	γενεσθε	γίνομαι	ge/nesqe	genesqe	genesqe	gi/nomai	gi/nomai			,	GE/NESQE	GI/GNOMAI
1	16	VB	AAD2P	895681	ἀφέλετε	ἀφελετε	αφελετε	ἀφαιρέω	a)fe/lete	a)felete	afelete	a)faire/w	a)faire/w				A)FE/LETE	AI(RE/W          A)PO
1	16	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
1	16	N1A	APF	14082	πονηρίας	πονηριας	πονηριας	πονηρία	ponhri/aj	ponhriaj	ponhriaj	ponhri/a	ponhri/a				PONHRI/AS	PONHRI/A
1	16	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
1	16	RA	GPF	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	16	N1	GPF	14146	ψυχῶν	ψυχων	ψυχων	ψυχή	yuxw~n	yuxwn	yuxwn	yuxh/	yuxh/				YUXW=N	YUXH/
1	16	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n				U(MW=N	SU/
1	16	D		9	ἀπέναντι	ἀπεναντι	απεναντι	ἀπέναντι	a)pe/nanti	a)penanti	apenanti	a)pe/nanti	a)pe/nanti				A)PE/NANTI	A)PE/NANTI
1	16	RA	GPM	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	16	N2	GPM	10050	ὀφθαλμῶν	ὀφθαλμων	οφθαλμων	ὀφθαλμός	o)fqalmw~n	o)fqalmwn	ofqalmwn	o)fqalmo/j	o)fqalmo/j				O)FQALMW=N	O)FQALMO/S
1	16	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou			,	MOU	E)GW/
1	16	VA	AMD2P	899777	παύσασθε	παυσασθε	παυσασθε	παύω	pau/sasqe	pausasqe	pausasqe	pau/w	pau/w				PAU/SASQE	PAU/W
1	16	P		8	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/	a)po/				A)PO\	A)PO/
1	16	RA	GPF	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
1	16	N1A	GPF	14146	πονηριῶν	πονηριων	πονηριων	πονηρία	ponhriw~n	ponhriwn	ponhriwn	ponhri/a	ponhri/a				PONHRIW=N	PONHRI/A
1	16	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n			,	U(MW=N	SU/
1	17	VB	AAD2P	895681	μάθετε	μαθετε	μαθετε	μανθάνω	ma/qete	maqete	maqete	manqa/nw	manqa/nw				MA/QETE	MANQA/NW
1	17	A1	ASM	9475	καλὸν	καλον	καλον	καλός	kalo\n	kalon	kalon	kalo/j	kalo/j				KALO\N	KALO/S
1	17	V2	PAN	304513	ποιεῖν	ποιειν	ποιειν	ποιέω	poiei~n	poiein	poiein	poie/w	poie/w			,	POIEI=N	POIE/W
1	17	VA	AAD2P	895681	ἐκζητήσατε	ἐκζητησατε	εκζητησατε	ἐκζητέω	e)kzhth/sate	e)kzhthsate	ekzhthsate	e)kzhte/w	e)kzhte/w				E)KZHTH/SATE	ZHTE/W           E)K
1	17	N3I	ASF	13570	κρίσιν	κρισιν	κρισιν	κρίσις	kri/sin	krisin	krisin	kri/sij	kri/sij			,	KRI/SIN	KRI/SIS
1	17	VA	APD2P	903873	ῥύσασθε	ῥυσασθε	ρυσασθε	ῥύομαι	r(u/sasqe	r(usasqe	rusasqe	r(u/omai	r(u/omai				R(U/SASQE	R(U/OMAI
1	17	V2	PMPASM	4863425	ἀδικούμενον	ἀδικουμενον	αδικουμενον	ἀδικέω	a)dikou/menon	a)dikoumenon	adikoumenon	a)dike/w	a)dike/w			,	A)DIKOU/MENON	A)DIKE/W
1	17	VA	AAD2P	895681	κρίνατε	κρινατε	κρινατε	κρίνω	kri/nate	krinate	krinate	kri/nw	kri/nw				KRI/NATE	KRI/NW
1	17	A1	DSM	9603	ὀρφανῷ	ὀρφανω	ορφανω	ὀρφανός	o)rfanw~|	o)rfanw	orfanw	o)rfano/j	o)rfano/j				O)RFANW=|	O)RFANO/S
1	17	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	17	VA	AAD2P	895681	δικαιώσατε	δικαιωσατε	δικαιωσατε	δικαιόω	dikaiw/sate	dikaiwsate	dikaiwsate	dikaio/w	dikaio/w				DIKAIW/SATE	DIKAIO/W
1	17	N1A	ASF	13570	χήραν	χηραν	χηραν	χήρα	xh/ran	xhran	xhran	xh/ra	xh/ra			·	XH/RAN	XH/RA
1	18	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	18	D		9	δεῦτε	δευτε	δευτε	δεῦτε	deu~te	deute	deute	deu~te	deu=te				DEU=TE	DEU=TE
1	18	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	18	VQ	AAS1P	862977	διελεγχθῶμεν	διελεγχθωμεν	διελεγχθωμεν	διελέγχω	dielegxqw~men	dielegxqwmen	dielegxqwmen	diele/gxw	diele/gxw			,	DIELEGXQW=MEN	E)LE/GXW         DIA
1	18	V1	PAI3S	631937	λέγει	λεγει	λεγει	λέγω	le/gei	legei	legei	le/gw	le/gw				LE/GEI	LE/GW
1	18	N2	NSM	9346	κύριος	κυριος	κυριος	κύριος	ku/rioj	kurioj	kurioj	ku/rioj	ku/rioj			,	KU/RIOS	KU/RIOS
1	18	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	18	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n	e)a/n				E)A\N	E)A/N
1	18	V9	AAS3P	895745	ὦσιν	ὠσιν	ωσιν	εἰμί	w~)sin	w)sin	wsin	ei)mi/	ei)mi/				W)=SIN	EI)MI/
1	18	RA	NPF	10	αἱ	αἱ	αι	ὁ	ai(	ai(	ai	o(	o(				AI(	O(
1	18	N1A	NPF	13954	ἁμαρτίαι	ἁμαρτιαι	αμαρτιαι	ἁμαρτία	a(marti/ai	a(martiai	amartiai	a(marti/a	a(marti/a				A(MARTI/AI	A(MARTI/A
1	18	RP	GP	13	ὑμῶν	ὑμων	υμων	ὑμῶν	u(mw~n	u(mwn	umwn	u(mw~n	u(mw=n				U(MW=N	SU/
1	18	D		9	ὡς	ὡς	ως	ὥς	w(j	w(j	wj	w/(j	w(/j				W(S	W(S
1	18	A1	NSN	17539	φοινικοῦν	φοινικουν	φοινικουν	φοινικοῦς	foinikou~n	foinikoun	foinikoun	foinikou~j	foinikou=j			,	FOINIKOU=N	FOINIKOU=S
1	18	D		9	ὡς	ὡς	ως	ὥς	w(j	w(j	wj	w/(j	w(/j				W(S	W(S
1	18	A1	ASF	13571	χιόνα	χιονα	χιονα	χιόνα	xio/na	xiona	xiona	xio/na	xio/na				XIO/NA	XIO/NA
1	18	VF2	FAI1S	600193	λευκανῶ	λευκανω	λευκανω	λευκαίνω	leukanw~	leukanw	leukanw	leukai/nw	leukai/nw			,	LEUKANW=	LEUKAI/NW
1	18	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n	e)a/n				E)A\N	E)A/N
1	18	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
1	18	V9	PAS3P	894209	ὦσιν	ὠσιν	ωσιν	εἰμί	w~)sin	w)sin	wsin	ei)mi/	ei)mi/				W)=SIN	EI)MI/
1	18	D		9	ὡς	ὡς	ως	ὥς	w(j	w(j	wj	w/(j	w(/j				W(S	W(S
1	18	A1	ASM	9475	κόκκινον	κοκκινον	κοκκινον	κόκκινος	ko/kkinon	kokkinon	kokkinon	ko/kkinoj	ko/kkinoj			,	KO/KKINON	KO/KKINOS
1	18	D		9	ὡς	ὡς	ως	ὥς	w(j	w(j	wj	w/(j	w(/j				W(S	W(S
1	18	N2N	ASN	17666	ἔριον	ἐριον	εριον	ἔριον	e/)rion	e)rion	erion	e/)rion	e)/rion				E)/RION	E)/RION
1	18	VF2	FAI1S	600193	λευκανῶ	λευκανω	λευκανω	λευκαίνω	leukanw~	leukanw	leukanw	leukai/nw	leukai/nw			.	LEUKANW=	LEUKAI/NW
1	19	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	19	C		4	ἐὰν	ἐαν	εαν	ἐάν	e)a\n	e)an	ean	e)a/n	e)a/n				E)A\N	E)A/N
1	19	V1	PAS2P	894209	θέλητε	θελητε	θελητε	θέλω	qe/lhte	qelhte	qelhte	qe/lw	qe/lw				QE/LHTE	QE/LW
1	19	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
1	19	VA	AAS2P	895745	εἰσακούσητέ	εἰσακουσητε	εισακουσητε	εἰσακούω	ei)sakou/shte/	ei)sakoushte	eisakoushte	ei)sakou/w	ei)sakou/w				EI)SAKOU/SHTE/	A)KOU/W          EI)S
1	19	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou			,	MOU	E)GW/
1	19	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
1	19	A1	APN	18179	ἀγαθὰ	ἀγαθα	αγαθα	ἀγαθός	a)gaqa\	a)gaqa	agaqa	a)gaqo/j	a)gaqo/j				A)GAQA\	A)GAQO/S
1	19	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
